"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
34,34,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168216435,493341168218595
35,35,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341168316716,493341168318996
35,35,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168316716,493341168318996
36,36,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341168417037,493341168419317
36,36,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168417037,493341168419317
37,37,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341168515277,493341168517917
37,37,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168515277,493341168517917
38,38,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341168626078,493341168628278
38,38,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168626078,493341168628278
39,39,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341168724199,493341168726319
39,39,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168724199,493341168726319
40,40,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341168822159,493341168824399
40,40,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168822159,493341168824399
41,41,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341168921640,493341168924280
41,41,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341168921640,493341168924280
42,42,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169021721,493341169024201
42,42,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169021721,493341169024201
43,43,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169123361,493341169125521
43,43,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169123361,493341169125521
44,44,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169221922,493341169224122
44,44,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169221922,493341169224122
45,45,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169328362,493341169330963
45,45,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169328362,493341169330963
46,46,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169428243,493341169430443
46,46,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169428243,493341169430443
47,47,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169527564,493341169529924
47,47,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169527564,493341169529924
48,48,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169631364,493341169633764
48,48,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169631364,493341169633764
49,49,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169727725,493341169730365
49,49,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169727725,493341169730365
50,50,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169825766,493341169828086
50,50,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169825766,493341169828086
51,51,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341169925566,493341169927806
51,51,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341169925566,493341169927806
52,52,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170092647,493341170095127
52,52,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170092647,493341170095127
53,53,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170183568,493341170186448
53,53,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170183568,493341170186448
54,54,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170278329,493341170280609
54,54,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170278329,493341170280609
55,55,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170375449,493341170377849
55,55,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170375449,493341170377849
56,56,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170476170,493341170478450
56,56,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170476170,493341170478450
57,57,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170576251,493341170578971
57,57,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170576251,493341170578971
58,58,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170670051,493341170672411
58,58,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170670051,493341170672411
59,59,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170760572,493341170762972
59,59,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170760572,493341170762972
60,60,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170862212,493341170864572
60,60,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170862212,493341170864572
61,61,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341170951693,493341170954253
61,61,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341170951693,493341170954253
62,62,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171055174,493341171057534
62,62,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171055174,493341171057534
63,63,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171150374,493341171152694
63,63,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171150374,493341171152694
64,64,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171223855,493341171226255
64,64,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171223855,493341171226255
65,65,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171290335,493341171292975
65,65,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171290335,493341171292975
66,66,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171359976,493341171362296
66,66,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171359976,493341171362296
67,67,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171423776,493341171425976
67,67,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171423776,493341171425976
68,68,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171489416,493341171491656
68,68,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171489416,493341171491656
69,69,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171746818,493341171749578
69,69,"Agent 2",1,12931,12931,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171746818,493341171749578
70,70,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,493341171851939,493341171853699
70,70,"Agent 2",1,12931,12931,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,493341171851939,493341171853699
71,71,"Agent 2",1,12931,12931,64,179,"micro_tk(micro_globals)",64,0,0,4,0,16,"SQ_INSTS_LDS",1.000000,493341173501460,493341173502780
71,71,"Agent 2",1,12931,12931,64,179,"micro_tk(micro_globals)",64,0,0,4,0,16,"SQ_LDS_BANK_CONFLICT",1.000000,493341173501460,493341173502780
