"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
36,36,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760289777721,79760289779801
36,36,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760289777721,79760289779801
37,37,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760289846321,79760289848681
37,37,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760289846321,79760289848681
38,38,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760289916361,79760289918401
38,38,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760289916361,79760289918401
39,39,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760289991122,79760289993202
39,39,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760289991122,79760289993202
40,40,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290065442,79760290067402
40,40,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290065442,79760290067402
41,41,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290138243,79760290140603
41,41,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290138243,79760290140603
42,42,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290214243,79760290216283
42,42,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290214243,79760290216283
43,43,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290284404,79760290286404
43,43,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290284404,79760290286404
44,44,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290353644,79760290355684
44,44,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290353644,79760290355684
45,45,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290421845,79760290424325
45,45,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290421845,79760290424325
46,46,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290499445,79760290501525
46,46,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290499445,79760290501525
47,47,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290571326,79760290573366
47,47,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290571326,79760290573366
48,48,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290645286,79760290647366
48,48,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290645286,79760290647366
49,49,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290722447,79760290724807
49,49,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290722447,79760290724807
50,50,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290792767,79760290797487
50,50,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290792767,79760290797487
51,51,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290868967,79760290871087
51,51,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290868967,79760290871087
52,52,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760290941848,79760290943848
52,52,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760290941848,79760290943848
53,53,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760291016608,79760291018928
53,53,"Agent 2",1,2219,2219,512,176,"__amd_rocclr_copyBuffer",512,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760291016608,79760291018928
54,54,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_INSTS_LDS",0.00000000e+00,79760291092289,79760291094369
54,54,"Agent 2",1,2219,2219,1024,176,"__amd_rocclr_copyBuffer",1024,0,0,8,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,79760291092289,79760291094369
